TIPO,SEVERIDADE,DESCRICAO,ARQUIVO,LINHA(S)
CODE_SMELL,MAJOR,"Extract this nested ternary operation into an independent statement.",Core/Extensions/DecimalExtension.cs,7
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/Helpers/DataBaseHelper.cs,41
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Core/Helpers/FileHelper.cs,7
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Core/Helpers/FileHelper.cs,7
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Core/Helpers/NavigationSettings.cs,3
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/Helpers/NavigationSettings.cs,6
CODE_SMELL,MAJOR,"Make '_queue' 'readonly'.",Core/Insights/BlockingQueue.cs,13
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Core/Insights/InsightsConstants.cs,3
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Core/Insights/InsightsHelper.cs,7
CODE_SMELL,MAJOR,"Make '_runningLock' 'readonly'.",Core/Insights/ProcessorInsightsQueue.cs,11
CODE_SMELL,MAJOR,"Make '_queue' 'readonly'.",Core/Queue/BlockingQueue.cs,14
CODE_SMELL,MAJOR,"Make '_runningLock' 'readonly'.",Core/Queue/ProcessorMessageQueue.cs,22
CODE_SMELL,MAJOR,"Either remove or fill this block of code.",Core/Queue/ProcessorMessageQueue.cs,178
CODE_SMELL,MAJOR,"Make '_runningLock' 'readonly'.",Core/Queue/ProcessorReturnQueue.cs,15
CODE_SMELL,MAJOR,"Either remove or fill this block of code.",Core/Queue/ProcessorReturnQueue.cs,106
CODE_SMELL,MAJOR,"Make '_cacheService' 'readonly'.",Core/Services/MonitorSincronizacao.cs,44
CODE_SMELL,MAJOR,"Remove this assignment of '_parametroReadonlyRepository' or initialize it statically.",Core/Services/MonitorSincronizacao.cs,70
CODE_SMELL,MAJOR,"Remove this assignment of '_eventAggregator' or initialize it statically.",Core/Services/MonitorSincronizacao.cs,72
CODE_SMELL,MAJOR,"Merge this if statement with the enclosing one.",Core/Services/MonitorSincronizacao.cs,109
CODE_SMELL,MAJOR,"Merge this if statement with the enclosing one.",Core/Services/MonitorSincronizacao.cs,124
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/Services/MonitorSincronizacao.cs,147
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/Services/MonitorSincronizacao.cs,152
CODE_SMELL,MAJOR,"Either remove or fill this block of code.",Core/Services/MonitorSincronizacao.cs,205
CODE_SMELL,MAJOR,"Rename 'connected' which hides the field with the same name.",Core/SignalR/UsuarioConectadoHub.cs,86
CODE_SMELL,MAJOR,"Constructor has 10 parameters, which is greater than the 7 authorized.",Core/ViewModels/LoginPageViewModel.cs,61 - 71
CODE_SMELL,MAJOR,"Constructor has 8 parameters, which is greater than the 7 authorized.",Core/ViewModels/MainMasterDetailPageViewModel.cs,65 - 73
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/ViewModels/MainMasterDetailPageViewModel.cs,98
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/ViewModels/MainMasterDetailPageViewModel.cs,133
CODE_SMELL,MAJOR,"Remove the unused private property 'MonitorSincronizacao'.",Core/ViewModels/ViewModelBase.cs,63 - 69
CODE_SMELL,MAJOR,"Use 'Count' property here instead.",FVS/Data/FVSRegistroRepository.cs,208
CODE_SMELL,MAJOR,"Make '_fvsModelosRepository' 'readonly'.",FVS/FVSModelosAppService.cs,18
CODE_SMELL,MAJOR,"Make '_formularioModeloGrupoRepository' 'readonly'.",FVS/FVSModelosAppService.cs,19
CODE_SMELL,MAJOR,"Make '_formularioModeloItemRepository' 'readonly'.",FVS/FVSModelosAppService.cs,20
CODE_SMELL,MAJOR,"Make '_formularioModeloItemOpcaoRepository' 'readonly'.",FVS/FVSModelosAppService.cs,21
CODE_SMELL,MAJOR,"Constructor has 10 parameters, which is greater than the 7 authorized.",FVS/FVSRegistroAppService.cs,42 - 52
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",FVS/FVSRegistroAppService.cs,343
CODE_SMELL,MAJOR,"Make '_nomeBtnCriarVisualizar' 'readonly'.",FVS/ViewModels/CriarFVSPageViewModel.cs,28
CODE_SMELL,MAJOR,"Remove the unused private field '_nomeBtnCriarVisualizar'.",FVS/ViewModels/CriarFVSPageViewModel.cs,28
CODE_SMELL,MAJOR,"Merge this if statement with the enclosing one.",FVS/ViewModels/CriarFVSPageViewModel.cs,155
CODE_SMELL,MAJOR,"Extract this nested ternary operation into an independent statement.",FVS/ViewModels/CriarFVSPageViewModel.cs,435
CODE_SMELL,MAJOR,"Remove the unused private method 'CliqueAprovadoConcessao'.",FVS/ViewModels/ExecutarFVSPageViewModel.cs,310 - 313
CODE_SMELL,MAJOR,"Remove this commented out code.",Helpers/Settings.cs,3
CODE_SMELL,MAJOR,"Remove the unused private method 'HockeyApp_Init'.",MainActivity.cs,121 - 136
CODE_SMELL,MAJOR,"Remove this commented out code.",Mapping/FVS/FormularioRegistroItemReprovacaoMap.cs,27
CODE_SMELL,MAJOR,"Constructor has 12 parameters, which is greater than the 7 authorized.",OrdemServico/AcompanhamentoDiarioAppService.cs,45 - 56
CODE_SMELL,MAJOR,"Remove this commented out code.",OrdemServico/AcompanhamentoDiarioAppService.cs,340
CODE_SMELL,MAJOR,"Remove the unused private field 'TABLE_SERVICO_APROPRIADO'.",OrdemServico/Data/ConfiguracaoServicoApropriadoRepository.cs,13
CODE_SMELL,MAJOR,"Remove the unused private set accessor in property 'Quantidade'.",OrdemServico/Data/ConfiguracaoServicoApropriadoRepositoryReadOnly.cs,12
CODE_SMELL,MAJOR,"Remove the unused private set accessor in property 'CentroLogistico'.",OrdemServico/Data/OrdemServicoNumeracaoRepository.cs,18
CODE_SMELL,MAJOR,"Merge this if statement with the enclosing one.",OrdemServico/Data/OrdemServicoRepository.cs,160
CODE_SMELL,MAJOR,"Remove the unused private set accessor in property 'Realizado'.",OrdemServico/Data/OrdemServicoRepositoryReadOnly.cs,16
CODE_SMELL,MAJOR,"Return an empty collection instead of null.",OrdemServico/Profiles/OrdemServicoAdicionarInFuncionarioResolver.cs,13
CODE_SMELL,MAJOR,"Return an empty collection instead of null.",OrdemServico/Profiles/OrdemServicoAdicionarInUnidadeResolver.cs,13
CODE_SMELL,MAJOR,"Return an empty collection instead of null.",OrdemServico/Profiles/OrdemServicoAlterarInFuncionarioResolver.cs,13
CODE_SMELL,MAJOR,"Extract this nested ternary operation into an independent statement.",OrdemServico/ViewModels/AcompanhamentoAptoHallConclusaoQuantidadePageViewModel.cs,195
CODE_SMELL,MAJOR,"Remove this commented out code.",OrdemServico/ViewModels/AcompanhamentoViewModelBase.cs,67
CODE_SMELL,MAJOR,"Constructor has 11 parameters, which is greater than the 7 authorized.",OrdemServico/ViewModels/CadastroOSBaseViewModel.cs,249 - 260
CODE_SMELL,MAJOR,"Extract the assignment of 'IdOrdemServico' from this expression.",OrdemServico/ViewModels/CadastroOSBaseViewModel.cs,410
CODE_SMELL,MAJOR,"Extract the assignment of 'IdOrdemServico' from this expression.",OrdemServico/ViewModels/CadastroOSBaseViewModel.cs,410
CODE_SMELL,MAJOR,"Constructor has 9 parameters, which is greater than the 7 authorized.",OrdemServico/ViewModels/ControleVisualPredinhoPageViewModel.cs,151 - 160
CODE_SMELL,MAJOR,"Extract this nested ternary operation into an independent statement.",OrdemServico/ViewModels/OrdemServicoListaFiltradaPageViewModel.cs,81
CODE_SMELL,MAJOR,"Remove the unused private method 'GetCurrentPage'.",OrdemServico/Views/ControleVisualTabbedPage.xaml.cs,26 - 33
CODE_SMELL,MAJOR,"Remove this commented out code.",Renderers/EntryNoLineDecimalRenderer.cs,25
CODE_SMELL,MAJOR,"Make 'paint' 'readonly'.",Renderers/FrameRoundedRenderer.cs,13
CODE_SMELL,MAJOR,"Make '_cacheService' 'readonly'.",Sincronizacao/SincronizacaoAppService.cs,69
CODE_SMELL,MAJOR,"Constructor has 23 parameters, which is greater than the 7 authorized.",Sincronizacao/SincronizacaoAppService.cs,73 - 100
CODE_SMELL,MAJOR,"Remove the unused private field 'SQL_DELETE_ORDEMSERVICOFUNCIONARIO'.",Sincronizacao/SincronizacaoRepository.cs,19
CODE_SMELL,MAJOR,"Remove the unused private field 'SQL_DELETE_ORDEMSERVICOUNIDADE'.",Sincronizacao/SincronizacaoRepository.cs,20
CODE_SMELL,MAJOR,"Remove the unused private field 'SQL_DELETE_ACOMPANHAMENTODIARIO'.",Sincronizacao/SincronizacaoRepository.cs,21
CODE_SMELL,MAJOR,"Remove the unused private field 'SQL_DELETE_ACOMPANHAMENTODIARIO_UNIDADE'.",Sincronizacao/SincronizacaoRepository.cs,22
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",Sincronizacao/SincronizacaoRepository.cs,229
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",Sincronizacao/SincronizacaoRepository.cs,243
CODE_SMELL,MAJOR,"Drop 'Where' and move the condition into the 'Count'.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,60
CODE_SMELL,MAJOR,"Drop 'Where' and move the condition into the 'Count'.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,120
CODE_SMELL,MAJOR,"Merge this if statement with the enclosing one.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,191
CODE_SMELL,MAJOR,"Drop 'Where' and move the condition into the 'Count'.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,233
CODE_SMELL,MAJOR,"Either merge this case with the identical one on line 93 or change one of the implementations.",Sincronizacao/ViewModels/SincronizacaoPageViewModel.cs,110 - 146
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",AppInitializer.cs,5
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",AppSettings.cs,3
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",App_Start/SwaggerConfig.cs,11
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",BootStrapper.cs,40
CODE_SMELL,MAJOR,"Remove this commented out code.",BootStrapper.cs,45
CODE_SMELL,MAJOR,"Extract this nested ternary operation into an independent statement.",Controllers/ApiBaseController.cs,23
CODE_SMELL,MAJOR,"'System.ApplicationException' should not be thrown by user code.",Controllers/QrCodeFileExplorerController.cs,139
CODE_SMELL,MAJOR,"Drop 'Where' and move the condition into the 'FirstOrDefault'.",Core/BaseTest.cs,41
CODE_SMELL,MAJOR,"The parameter name 'TypeName object MessageBus not null or empty' is not declared in the argument list.",Core/Bus/MessageHandlerProcessor.cs,21
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/BusAppService.cs,21
CODE_SMELL,MAJOR,"Fix this implementation of 'IDisposable' to conform to the dispose pattern.",Core/ConnectionFactory.cs,7
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/ConnectionFactory.cs,42
CODE_SMELL,MAJOR,"Remove this commented out code.",Core/ConnectionFactory.cs,53
CODE_SMELL,MAJOR,"Fix this implementation of 'IDisposable' to conform to the dispose pattern.",Core/Handlers/DomainNotificationHandler.cs,8
CODE_SMELL,MAJOR,"Change the visibility of this constructor to 'protected'.",Core/PagingInputDto.cs,9
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Core/ReportConstants.cs,7
CODE_SMELL,MAJOR,"Make '_testDomainHandler' 'readonly'.",Core/TestDomainEventContainer.cs,13
CODE_SMELL,MAJOR,"Fix this implementation of 'IDisposable' to conform to the dispose pattern.",Core/TestHandler.cs,11
CODE_SMELL,MAJOR,"Make '_notifications' 'readonly'.",Core/TestHandler.cs,13
CODE_SMELL,MAJOR,"Method has 8 parameters, which is greater than the 7 authorized.",Entities/OrdemServicoTimeLine.cs,19 - 20
CODE_SMELL,MAJOR,"Remove this commented out code.",FVS/FVSRegistroServiceTest.cs,95
CODE_SMELL,MAJOR,"Update this method so that its implementation is not identical to 'TestarFVSRegistradaInexistente_AtualizarRegistroFVS'.",FVS/FVSRegistroServiceTest.cs,112
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Helpers/PerfisMrvFramework.cs,9
CODE_SMELL,MAJOR,"Make 'app' 'readonly'.",Login/LoginPage.cs,15
CODE_SMELL,MAJOR,"Remove the unused private field 'platform'.",Login/LoginPage.cs,16
CODE_SMELL,MAJOR,"Merge this if statement with the enclosing one.",MRVObrasContext.cs,144
CODE_SMELL,MAJOR,"Remove this commented out code.",Mapping/FVS/FormularioRegistroItemReprovacaoMap.cs,19
CODE_SMELL,MAJOR,"Remove this commented out code.",MessageListener.cs,11
CODE_SMELL,MAJOR,"Remove this commented out code.",MessageListener.cs,17
CODE_SMELL,MAJOR,"Remove this commented out code.",MessageListener.cs,49
CODE_SMELL,MAJOR,"Remove this commented out code.",OrdemServico/Bus/OrdemServicoCriacaoMessageHandler.cs,30
CODE_SMELL,MAJOR,"Make 'platform' 'readonly'.",OrdemServico/CriarOrdemServicoASC.cs,16
CODE_SMELL,MAJOR,"Remove this commented out code.",OrdemServico/CriarOrdemServicoASC.cs,60
CODE_SMELL,MAJOR,"Make 'platform' 'readonly'.",OrdemServico/CriarOrdemServicoApto.cs,16
CODE_SMELL,MAJOR,"Remove this commented out code.",OrdemServico/CriarOrdemServicoApto.cs,45
CODE_SMELL,MAJOR,"Remove this commented out code.",OrdemServico/CriarOrdemServicoApto.cs,53
CODE_SMELL,MAJOR,"Make 'platform' 'readonly'.",OrdemServico/CriarOrdemServicoBloco.cs,16
CODE_SMELL,MAJOR,"Make 'platform' 'readonly'.",OrdemServico/CriarOrdemServicoHall.cs,16
CODE_SMELL,MAJOR,"Remove this commented out code.",OrdemServico/CriarOrdemServicoHall.cs,45
CODE_SMELL,MAJOR,"Method has 9 parameters, which is greater than the 7 authorized.",OrdemServico/Factories/AcompanhamentoDiarioFactory.cs,12 - 21
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable 'Id'.",OrdemServico/Factories/AcompanhamentoDiarioFactory.cs,25
CODE_SMELL,MAJOR,"Method has 17 parameters, which is greater than the 7 authorized.",OrdemServico/Factories/OrdemServicoFactory.cs,11 - 27
CODE_SMELL,MAJOR,"Remove the unused private method 'ValidarAlteracaoAcompanhamentoDiario'.",OrdemServico/Services/AcompanhamentoDiarioService.cs,58 - 71
CODE_SMELL,MAJOR,"Constructor has 10 parameters, which is greater than the 7 authorized.",OrdemServico/Services/OrdemServicoService.cs,40 - 49
CODE_SMELL,MAJOR,"Make '_nome' 'readonly'.",OrdemServico/Specifications/Queries/OrdemServiceContemNomeSpec.cs,11
CODE_SMELL,MAJOR,"Update this method so that its implementation is not identical to 'ValidarCriterioMedicaoAsc'.",OrdemServico/Validations/OrdemServicoValidation.cs,37
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",Program.cs,13
CODE_SMELL,MAJOR,"Update this implementation of 'ISerializable' to conform to the recommended serialization pattern.",QrCode/AcessoNegadoException.cs,8
CODE_SMELL,MAJOR,"Make 'Items' 'readonly'.",QrCode/AzureFileExplorerOperations.cs,33
CODE_SMELL,MAJOR,"Add an explanation.",QrCode/AzureFileExplorerOperations.cs,92
CODE_SMELL,MAJOR,"Add an explanation.",QrCode/AzureFileExplorerOperations.cs,129
CODE_SMELL,MAJOR,"Add an explanation.",QrCode/AzureFileExplorerOperations.cs,139
CODE_SMELL,MAJOR,"Add an explanation.",QrCode/AzureFileExplorerOperations.cs,150
CODE_SMELL,MAJOR,"Add an explanation.",QrCode/AzureFileExplorerOperations.cs,161
CODE_SMELL,MAJOR,"Update this implementation of 'ISerializable' to conform to the recommended serialization pattern.",QrCode/ExtensaoNaoPermitidaException.cs,5
CODE_SMELL,MAJOR,"Update this implementation of 'ISerializable' to conform to the recommended serialization pattern.",QrCode/ExtensaoNaoPermitidaException.cs,13
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",QrCode/QrCodeAppService.cs,41
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",QrCode/QrCodeAppService.cs,44
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",QrCode/QrCodeAppService.cs,47
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",QrCode/QrCodeAppService.cs,50
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",QrCode/QrCodeAppService.cs,53
CODE_SMELL,MAJOR,"Add a 'protected' constructor or the 'static' keyword to the class declaration.",QrCode/VrCodeServiceBus.cs,14
CODE_SMELL,MAJOR,"Change the visibility of this constructor to 'protected'.",Repositories/BaseStorageRepository.cs,7
CODE_SMELL,MAJOR,"Remove the unused private method 'VincularCodigoAcesso'.",Repositories/CodigoAcessoRepository.cs,115 - 124
CODE_SMELL,MAJOR,"Extract this nested ternary operation into an independent statement.",Repositories/DispositivoUsuarioRepository.cs,66 - 67
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",Repositories/OrdemServicoRepository.cs,59
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",Repositories/OrdemServicoRepository.cs,127
CODE_SMELL,MAJOR,"Update this method so that its implementation is not identical to 'ObterContainerSasTokenEdicao'.",Repositories/QrCodeRepository.cs,71
CODE_SMELL,MAJOR,"'System.Exception' should not be thrown by user code.",Repositories/QrCodeRepository.cs,81
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable 'imagemBytes'.",Services/QrCodeReportService.cs,56
CODE_SMELL,MAJOR,"Remove this commented out code.",SimpleInjectorInitializer.cs,32
CODE_SMELL,MAJOR,"Remove this commented out code.",SimpleInjectorInitializer.cs,36
CODE_SMELL,MAJOR,"Method has 8 parameters, which is greater than the 7 authorized.",Storage/Repositories/IOrdemServicoTimeLineRepository.cs,7 - 8
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable "data".",src/app/main/content/ordemServico/relatorios/consolidadorOS/consolidadorOS.component.ts,324
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable "data".",src/app/main/content/ordemServico/relatorios/consolidadorOS/consolidadorOS.component.ts,338
CODE_SMELL,MAJOR,"Update this function so that its implementation is not identical to the one on line 327.",src/app/main/content/ordemServico/relatorios/consolidadorOS/consolidadorOS.component.ts,341
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable "usuario".",src/app/main/content/ordemServico/services/ordemServico.service.ts,33
CODE_SMELL,MAJOR,"Update this function so that its implementation is not identical to the one on line 42.",src/app/main/content/ordemServico/services/ordemServico.service.ts,66
CODE_SMELL,MAJOR,"Update this function so that its implementation is not identical to the one on line 44.",src/app/main/content/ordemServico/services/ordemServico.service.ts,68
CODE_SMELL,MAJOR,"Update this function so that its implementation is not identical to the one on line 42.",src/app/main/content/ordemServico/services/ordemServico.service.ts,94
CODE_SMELL,MAJOR,"Update this function so that its implementation is not identical to the one on line 44.",src/app/main/content/ordemServico/services/ordemServico.service.ts,96
CODE_SMELL,MAJOR,"Update this function so that its implementation is not identical to the one on line 29.",src/app/main/content/qrcode/qrcode.service.ts,59
CODE_SMELL,MAJOR,"Update this function so that its implementation is not identical to the one on line 31.",src/app/main/content/qrcode/qrcode.service.ts,61
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable "usuario".",src/app/main/core/obra/obra.service.ts,23
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable "modelStateErrors".",src/app/shared/base.service.ts,42
CODE_SMELL,MAJOR,"Remove this useless assignment to local variable "offsetSeconds".",src/app/shared/user.service.ts,82
CODE_SMELL,MINOR,"Remove unassigned field 'subscriptionClient', or set its value.",Core/Bus/MessageBus.cs,19
CODE_SMELL,MINOR,"Remove unassigned field 'subscriptionClient', or set its value.",Core/Bus/MessageBus.cs,19
CODE_SMELL,MINOR,"Remove the 'messageReceiver' field and declare it as a local variable in the relevant methods.",Core/Bus/MessageBus.cs,20
CODE_SMELL,MINOR,"Remove the 'messageReceiver' field and declare it as a local variable in the relevant methods.",Core/Bus/MessageBus.cs,20
CODE_SMELL,MINOR,"Rename class 'DateTimeToStringFormatDDMMYYYY' to match camel case naming rules, consider using 'DateTimeToStringFormatDdmmyyyy'.",Core/Converters/DateTimeToStringFormatDDMMYYYY.cs,7
CODE_SMELL,MINOR,"Remove the '_cache' field and declare it as a local variable in the relevant methods.",Core/DataServices/BaseDataService.cs,11
CODE_SMELL,MINOR,"Remove the '_cache' field and declare it as a local variable in the relevant methods.",Core/DataServices/BaseDataService.cs,11
CODE_SMELL,MINOR,"Remove the '_cache' field and declare it as a local variable in the relevant methods.",Core/DataServices/UsuarioDataService.cs,27
CODE_SMELL,MINOR,"Remove the '_cache' field and declare it as a local variable in the relevant methods.",Core/DataServices/UsuarioDataService.cs,27
CODE_SMELL,MINOR,"Remove this unused 'usuario' local variable.",Core/DataServices/UsuarioDataService.cs,69
CODE_SMELL,MINOR,"Remove this unused 'usuario' local variable.",Core/DataServices/UsuarioDataService.cs,69
CODE_SMELL,MINOR,"Remove this empty namespace.",Core/Enums/Enumeradores.cs,1 - 8
CODE_SMELL,MINOR,"Remove the '_navigationService' field and declare it as a local variable in the relevant methods.",Core/Helpers/CustomPageNavigationService.cs,15
CODE_SMELL,MINOR,"Refactor your code not to use hardcoded absolute paths or URIs.",Core/Helpers/NavigationSettings.cs,6
CODE_SMELL,MINOR,"Rename this enumeration to remove the 'Enum' suffix.",Core/Interfaces/ICacheService.cs,3
CODE_SMELL,MINOR,"Remove the '_producerReturnQueue' field and declare it as a local variable in the relevant methods.",Core/Queue/ProcessorMessageQueue.cs,27
CODE_SMELL,MINOR,"Remove the '_ordemServicoRepository' field and declare it as a local variable in the relevant methods.",Core/Queue/ProcessorMessageQueue.cs,28
CODE_SMELL,MINOR,"Remove the '_centralDeNotificacaoRepository' field and declare it as a local variable in the relevant methods.",Core/Queue/ProcessorMessageQueue.cs,29
CODE_SMELL,MINOR,"Rename this enumeration to remove the 'Enum' suffix.",Core/Services/MonitorSincronizacao.cs,20
CODE_SMELL,MINOR,"Remove this empty statement.",Core/Services/MonitorSincronizacao.cs,69
CODE_SMELL,MINOR,"Remove this empty statement.",Core/Services/MonitorSincronizacao.cs,91
CODE_SMELL,MINOR,"Change return type to 'void'; not a single caller uses the returned value.",Core/Services/MonitorSincronizacao.cs,120
CODE_SMELL,MINOR,"Remove the 'Connection' field and declare it as a local variable in the relevant methods.",Core/SignalR/UsuarioConectadoHub.cs,35
CODE_SMELL,MINOR,"Remove the 'Hub' field and declare it as a local variable in the relevant methods.",Core/SignalR/UsuarioConectadoHub.cs,36
CODE_SMELL,MINOR,"Remove the '_secureStorage' field and declare it as a local variable in the relevant methods.",Core/ViewModels/LoginPageViewModel.cs,29
CODE_SMELL,MINOR,"Remove this empty statement.",Core/ViewModels/LoginPageViewModel.cs,128
CODE_SMELL,MINOR,"Remove the '_producerQueue' field and declare it as a local variable in the relevant methods.",Core/ViewModels/MainMasterDetailPageViewModel.cs,30
CODE_SMELL,MINOR,"Remove the 'TimeEnd' field and declare it as a local variable in the relevant methods.",Core/ViewModels/ViewModelBase.cs,28
CODE_SMELL,MINOR,"'PopupPageCustom' implements 'INotifyPropertyChanged' so 'INotifyPropertyChanged' can be removed from the inheritance list.",Core/Views/InformarDataPopupPage.xaml.cs,9
