TIPO,SEVERIDADE,DESCRICAO,ARQUIVO,LINHA(S)
CODE_SMELL,MINOR,"'PopupPageCustom' implements 'INotifyPropertyChanged' so 'INotifyPropertyChanged' can be removed from the inheritance list.",Core/Views/NotificacaoDetalhePopupPage.xaml.cs,15
CODE_SMELL,MINOR,"'PopupPageCustom' implements 'INotifyPropertyChanged' so 'INotifyPropertyChanged' can be removed from the inheritance list.",Core/Views/PopupHockeyApp.xaml.cs,11
CODE_SMELL,MINOR,"Rename class 'FVSModelosRepository' to match camel case naming rules, consider using 'FvsModelosRepository'.",FVS/Data/FVSModelosRepository.cs,14
CODE_SMELL,MINOR,"Rename class 'FVSProcessoReadonlyRepository' to match camel case naming rules, consider using 'FvsProcessoReadonlyRepository'.",FVS/Data/FVSProcessoReadonlyRepository.cs,9
CODE_SMELL,MINOR,"Rename class 'FVSRegistroRepository' to match camel case naming rules, consider using 'FvsRegistroRepository'.",FVS/Data/FVSRegistroRepository.cs,21
CODE_SMELL,MINOR,"Use '.Any()' to test whether this 'IEnumerable<System.Guid>' is empty or not.",FVS/Data/FVSRegistroRepository.cs,208
CODE_SMELL,MINOR,"Rename class 'RegistroFVSUnidadeRepository' to match camel case naming rules, consider using 'RegistroFvsUnidadeRepository'.",FVS/Data/RegistroFVSUnidadeRepository.cs,14
CODE_SMELL,MINOR,"Rename class 'FVSModelosDataService' to match camel case naming rules, consider using 'FvsModelosDataService'.",FVS/DataServices/FVSModelosDataService.cs,20
CODE_SMELL,MINOR,"Rename class 'FVSRegistroDataService' to match camel case naming rules, consider using 'FvsRegistroDataService'.",FVS/DataServices/FVSRegistroDataService.cs,25
CODE_SMELL,MINOR,"Rename class 'AcompanhamentoFVSCardDto' to match camel case naming rules, consider using 'AcompanhamentoFvsCardDto'.",FVS/Dtos/AcompanhamentoFVSCardDto.cs,9
CODE_SMELL,MINOR,"Rename class 'ApartamentoHallFVSDto' to match camel case naming rules, consider using 'ApartamentoHallFvsDto'.",FVS/Dtos/ApartamentoHallFVSDto.cs,10
CODE_SMELL,MINOR,"Rename class 'CriarFVSInfoDto' to match camel case naming rules, consider using 'CriarFvsInfoDto'.",FVS/Dtos/CriarFVSInfoDto.cs,9
CODE_SMELL,MINOR,"Rename class 'CriarFVSRequisitosDto' to match camel case naming rules, consider using 'CriarFvsRequisitosDto'.",FVS/Dtos/CriarFVSRequisitosDto.cs,7
CODE_SMELL,MINOR,"Rename class 'HeaderExecutarFVSDto' to match camel case naming rules, consider using 'HeaderExecutarFvsDto'.",FVS/Dtos/HeaderExecutarFVSDto.cs,8
CODE_SMELL,MINOR,"Rename class 'HeaderTemplateFVS' to match camel case naming rules, consider using 'HeaderTemplateFvs'.",FVS/Dtos/HeaderTemplateFVS.cs,8
CODE_SMELL,MINOR,"Rename class 'ItemFVSCardDto' to match camel case naming rules, consider using 'ItemFvsCardDto'.",FVS/Dtos/ItemFVSCardDto.cs,10
CODE_SMELL,MINOR,"Rename class 'SelecionarFVSCardDto' to match camel case naming rules, consider using 'SelecionarFvsCardDto'.",FVS/Dtos/SelecionarFVSCardDto.cs,9
CODE_SMELL,MINOR,"Rename class 'FVSModelosAppService' to match camel case naming rules, consider using 'FvsModelosAppService'.",FVS/FVSModelosAppService.cs,14
CODE_SMELL,MINOR,"Rename class 'FVSModule' to match camel case naming rules, consider using 'FvsModule'.",FVS/FVSModule.cs,20
CODE_SMELL,MINOR,"Rename class 'FVSRegistroAppService' to match camel case naming rules, consider using 'FvsRegistroAppService'.",FVS/FVSRegistroAppService.cs,27
CODE_SMELL,MINOR,"Rename class 'CriarFVSInfoHelper' to match camel case naming rules, consider using 'CriarFvsInfoHelper'.",FVS/Helpers/CriarFVSInfoHelper.cs,13
CODE_SMELL,MINOR,"Use '.Any()' to test whether this 'IEnumerable<char>' is empty or not.",FVS/Helpers/CriarFVSInfoHelper.cs,189
CODE_SMELL,MINOR,"Use '.Any()' to test whether this 'IEnumerable<char>' is empty or not.",FVS/Helpers/CriarFVSInfoHelper.cs,189
CODE_SMELL,MINOR,"Use '.Any()' to test whether this 'IEnumerable<char>' is empty or not.",FVS/Helpers/CriarFVSInfoHelper.cs,191
CODE_SMELL,MINOR,"Use '.Any()' to test whether this 'IEnumerable<char>' is empty or not.",FVS/Helpers/CriarFVSInfoHelper.cs,193
CODE_SMELL,MINOR,"Rename class 'PopupSairSemSalvarFVSHelper' to match camel case naming rules, consider using 'PopupSairSemSalvarFvsHelper'.",FVS/Helpers/PopupSairSemSalvarFVSHelper.cs,11
CODE_SMELL,MINOR,"Rename interface 'IFVSModelosDataService' to match camel case naming rules, consider using 'IFvsModelosDataService'.",FVS/IFVSModelosDataService.cs,10
CODE_SMELL,MINOR,"Rename interface 'IFVSModelosRefit' to match camel case naming rules, consider using 'IFvsModelosRefit'.",FVS/IFVSModelosRefit.cs,11
CODE_SMELL,MINOR,"Rename interface 'IFVSRegistroDataService' to match camel case naming rules, consider using 'IFvsRegistroDataService'.",FVS/IFVSRegistroDataService.cs,12
CODE_SMELL,MINOR,"Rename interface 'IRegistroFVSDataService' to match camel case naming rules, consider using 'IRegistroFvsDataService'.",FVS/IRegistroFVSDataService.cs,9
CODE_SMELL,MINOR,"Rename interface 'IRegistroFVSRefit' to match camel case naming rules, consider using 'IRegistroFvsRefit'.",FVS/IRegistroFVSRefit.cs,13
CODE_SMELL,MINOR,"Rename interface 'IFVSModelosAppService' to match camel case naming rules, consider using 'IFvsModelosAppService'.",FVS/Interfaces/IFVSModelosAppService.cs,10
CODE_SMELL,MINOR,"Rename interface 'IFVSModelosRepository' to match camel case naming rules, consider using 'IFvsModelosRepository'.",FVS/Interfaces/IFVSModelosRepository.cs,8
CODE_SMELL,MINOR,"Rename interface 'IFVSRegistroAppService' to match camel case naming rules, consider using 'IFvsRegistroAppService'.",FVS/Interfaces/IFVSRegistroAppService.cs,11
CODE_SMELL,MINOR,"Rename interface 'IFVSRegistroOutRepository' to match camel case naming rules, consider using 'IFvsRegistroOutRepository'.",FVS/Interfaces/IFVSRegistroOutRepository.cs,9
CODE_SMELL,MINOR,"Rename interface 'IRegistroFVSUnidadeRepository' to match camel case naming rules, consider using 'IRegistroFvsUnidadeRepository'.",FVS/Interfaces/IRegistroFVSUnidadeRepository.cs,9
CODE_SMELL,MINOR,"Rename class 'FVSModeloMap' to match camel case naming rules, consider using 'FvsModeloMap'.",FVS/Mapping/FVSModeloMap.cs,10
CODE_SMELL,MINOR,"Rename class 'RegistroFVSOutMap' to match camel case naming rules, consider using 'RegistroFvsOutMap'.",FVS/Mapping/RegistroFVSOutMap.cs,12
CODE_SMELL,MINOR,"Rename class 'RegistroFVSUnidadeMap' to match camel case naming rules, consider using 'RegistroFvsUnidadeMap'.",FVS/Mapping/RegistroFVSUnidadeMap.cs,9
CODE_SMELL,MINOR,"Rename class 'FVSRegistroProfile' to match camel case naming rules, consider using 'FvsRegistroProfile'.",FVS/Profiles/FVSRegistroProfile.cs,14
CODE_SMELL,MINOR,"Rename class 'UnidadeFVS' to match camel case naming rules, consider using 'UnidadeFvs'.",FVS/UnidadeFVS.cs,7
CODE_SMELL,MINOR,"Rename class 'KeyFVSColors' to match camel case naming rules, consider using 'KeyFvsColors'.",FVS/ValueObjects/KeyFVSColors.cs,7
CODE_SMELL,MINOR,"Rename class 'FrameImagesFVS' to match camel case naming rules, consider using 'FrameImagesFvs'.",FVS/ValueObjects/KeyFVSColors.cs,22
CODE_SMELL,MINOR,"Rename this enumeration to match the regular expression: '^([A-Z]{1,3}[a-z0-9]+)*([A-Z]{2})?$'.",FVS/ValueObjects/ParametrosEntradaFVS.cs,7
CODE_SMELL,MINOR,"Rename class 'CriarFVSPageViewModel' to match camel case naming rules, consider using 'CriarFvsPageViewModel'.",FVS/ViewModels/CriarFVSPageViewModel.cs,24
CODE_SMELL,MINOR,"Remove the '_fvsRegistroOutRepository' field and declare it as a local variable in the relevant methods.",FVS/ViewModels/CriarFVSPageViewModel.cs,97
CODE_SMELL,MINOR,"Rename class 'ExecutarFVSPageViewModel' to match camel case naming rules, consider using 'ExecutarFvsPageViewModel'.",FVS/ViewModels/ExecutarFVSPageViewModel.cs,31
CODE_SMELL,MINOR,"Rename class 'HistoricoFVSPageViewModel' to match camel case naming rules, consider using 'HistoricoFvsPageViewModel'.",FVS/ViewModels/HistoricoFVSPageViewModel.cs,24
CODE_SMELL,MINOR,"Rename class 'PopupSairSemSalvarFVSViewModel' to match camel case naming rules, consider using 'PopupSairSemSalvarFvsViewModel'.",FVS/ViewModels/PopupSairSemSalvarFVSViewModel.cs,13
CODE_SMELL,MINOR,"Remove this method 'OnNavigatedFrom' to simply inherit its behavior.",FVS/ViewModels/SelecionarAptoHallPageViewModel.cs,198 - 201
CODE_SMELL,MINOR,"Rename class 'SelecionarFVSPageViewModel' to match camel case naming rules, consider using 'SelecionarFvsPageViewModel'.",FVS/ViewModels/SelecionarFVSPageViewModel.cs,22
CODE_SMELL,MINOR,"Remove the '_tipoEntrada' field and declare it as a local variable in the relevant methods.",FVS/ViewModels/SelecionarFVSPageViewModel.cs,103
CODE_SMELL,MINOR,"Rename class 'TapFVSPageViewModel' to match camel case naming rules, consider using 'TapFvsPageViewModel'.",FVS/ViewModels/TapFVSPageViewModel.cs,10
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'HistoricoFVSPageViewModel'.",FVS/Views/HistoricoFVSPage.xaml.cs,25
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'HistoricoFVSPageViewModel'.",FVS/Views/HistoricoFVSPage.xaml.cs,31
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'HistoricoFVSPageViewModel'.",FVS/Views/HistoricoFVSPage.xaml.cs,48
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'SelecionarFVSPageViewModel'.",FVS/Views/SelecionarFVSPage.xaml.cs,25
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'SelecionarFVSPageViewModel'.",FVS/Views/SelecionarFVSPage.xaml.cs,30
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'SelecionarFVSPageViewModel'.",FVS/Views/SelecionarFVSPage.xaml.cs,47
CODE_SMELL,MINOR,"Remove this property 'Contact' to simply inherit its behavior.",Helpers/HockeyAppCrashManagerListener.cs,12 - 18
CODE_SMELL,MINOR,"Remove this property 'UserID' to simply inherit its behavior.",Helpers/HockeyAppCrashManagerListener.cs,20 - 26
CODE_SMELL,MINOR,"Remove the 'hockeyAppUpdateManagerListener' field and declare it as a local variable in the relevant methods.",MainActivity.cs,38
CODE_SMELL,MINOR,"Remove the '_ordemServicoUnidadeRepository' field and declare it as a local variable in the relevant methods.",OrdemServico/AcompanhamentoDiarioAppService.cs,34
CODE_SMELL,MINOR,"Remove the '_funcionarioRepositoryReadOnly' field and declare it as a local variable in the relevant methods.",OrdemServico/AcompanhamentoDiarioAppService.cs,43
CODE_SMELL,MINOR,"Remove this empty statement.",OrdemServico/Data/AcompanhamentoDiarioRepository.cs,43
CODE_SMELL,MINOR,"Remove the '_ordemServicoRepository' field and declare it as a local variable in the relevant methods.",OrdemServico/Data/ConfiguracaoServicoApropriadoRepository.cs,18
CODE_SMELL,MINOR,"Remove unassigned auto-property 'Quantidade', or set its value.",OrdemServico/Data/ConfiguracaoServicoApropriadoRepositoryReadOnly.cs,12
CODE_SMELL,MINOR,"Remove unassigned auto-property 'CentroLogistico', or set its value.",OrdemServico/Data/OrdemServicoNumeracaoRepository.cs,18
CODE_SMELL,MINOR,"Remove unassigned auto-property 'Realizado', or set its value.",OrdemServico/Data/OrdemServicoRepositoryReadOnly.cs,16
CODE_SMELL,MINOR,"Remove this method 'OnBindingContextChanged' to simply inherit its behavior.",OrdemServico/Templates/OsGaugeVisaoBlocoAndroidViewCell.xaml.cs,38 - 41
CODE_SMELL,MINOR,"Remove unassigned auto-property 'DescricaoCriterioMedicao', or set its value.",OrdemServico/ViewModels/AcompanhamentoAptoHallPageViewModel.cs,186
CODE_SMELL,MINOR,"Remove the unnecessary Boolean literal(s).",OrdemServico/ViewModels/AcompanhamentoViewModelBase.cs,64
CODE_SMELL,MINOR,"Remove this empty statement.",OrdemServico/ViewModels/CadastroOSBaseViewModel.cs,341
CODE_SMELL,MINOR,"Remove the '_elementoPepSuperiorRepositoryReadOnly' field and declare it as a local variable in the relevant methods.",OrdemServico/ViewModels/EstruturaDeServicosPageViewModel.cs,27
CODE_SMELL,MINOR,"Make this an auto-implemented property and remove its backing field.",OrdemServico/ViewModels/OrdemServicoDetalhePageViewModel.cs,24
CODE_SMELL,MINOR,"Remove the '_eventAggregator' field and declare it as a local variable in the relevant methods.",OrdemServico/ViewModels/OrdemServicoDetalhePageViewModel.cs,31
CODE_SMELL,MINOR,"Remove the '_contratoRepositoryReadOnly' field and declare it as a local variable in the relevant methods.",OrdemServico/ViewModels/SelecaoDeServicosFiltroPageViewModel.cs,25
CODE_SMELL,MINOR,"Remove unassigned auto-property 'TipoMedicaoSelecionada', or set its value.",OrdemServico/ViewModels/SelecaoDeServicosPageViewModel.cs,77
CODE_SMELL,MINOR,"Remove this redundant jump.",OrdemServico/Views/AcompanhamentoAptoHallPage.xaml.cs,103
CODE_SMELL,MINOR,"'PopupPageCustom' implements 'INotifyPropertyChanged' so 'INotifyPropertyChanged' can be removed from the inheritance list.",OrdemServico/Views/AcompanhamentoDiaImprodutivoPopupPage.xaml.cs,11
CODE_SMELL,MINOR,"'PopupPageCustom' implements 'INotifyPropertyChanged' so 'INotifyPropertyChanged' can be removed from the inheritance list.",OrdemServico/Views/JustificativaCancelamentoPopupPage.xaml.cs,9
CODE_SMELL,MINOR,"'PopupPageCustom' implements 'INotifyPropertyChanged' so 'INotifyPropertyChanged' can be removed from the inheritance list.",OrdemServico/Views/OrdemServicoPassivoSapPopupPage.xaml.cs,9
CODE_SMELL,MINOR,"Remove the 'scroller' field and declare it as a local variable in the relevant methods.",Renderers/SfListViewWithNoScrollRenderer.cs,13
CODE_SMELL,MINOR,"Remove this empty statement.",Sincronizacao/SincronizacaoRepository.cs,85
CODE_SMELL,MINOR,"Remove this empty statement.",Sincronizacao/SincronizacaoRepositoryObsoleto.cs,60
CODE_SMELL,MINOR,"Remove the '_obraRepository' field and declare it as a local variable in the relevant methods.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,29
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'SincronizacaoObraInDto'.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,60
CODE_SMELL,MINOR,"Use '.Any()' to test whether this 'IEnumerable<MRV.Obras.Mobile.Forms.Core.Dtos.SincronizacaoObraInDto>' is empty or not.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,120
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'SincronizacaoObraInDto'.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,233
CODE_SMELL,MINOR,"Refactor your code not to use hardcoded absolute paths or URIs.",AppSettings.cs,43
CODE_SMELL,MINOR,"Make this an auto-implemented property and remove its backing field.",ContextAppSettings.cs,221
CODE_SMELL,MINOR,"Make this an auto-implemented property and remove its backing field.",ContextAppSettings.cs,235
CODE_SMELL,MINOR,"Rename class 'FVSModelosController' to match camel case naming rules, consider using 'FvsModelosController'.",Controllers/FVSModelosController.cs,12
CODE_SMELL,MINOR,"Rename class 'FVSRegistroController' to match camel case naming rules, consider using 'FvsRegistroController'.",Controllers/FVSRegistroController.cs,22
CODE_SMELL,MINOR,"Remove the '_usuarioConectadoRepository' field and declare it as a local variable in the relevant methods.",Controllers/UsuarioController.cs,22
CODE_SMELL,MINOR,"Remove unassigned field '_processoFilaRepository', or set its value.",Core/BusAppService.cs,12
CODE_SMELL,MINOR,"Remove unassigned field '_producerBus', or set its value.",Core/BusAppService.cs,13
CODE_SMELL,MINOR,"Use the opposite operator ('<=') instead.",Core/DataResultsDto.cs,10
CODE_SMELL,MINOR,"Remove unassigned field '_version', or set its value.",Core/Entities/ProcessoFilaLog.cs,32
CODE_SMELL,MINOR,"Remove this unused 'val' local variable.",Core/Validations/ValidationFluent.cs,108
CODE_SMELL,MINOR,"Rename class 'FVSModelo' to match camel case naming rules, consider using 'FvsModelo'.",FVS/Entities/FVSModelo.cs,8
CODE_SMELL,MINOR,"Rename class 'RegistroFVS' to match camel case naming rules, consider using 'RegistroFvs'.",FVS/Entities/RegistroFVS.cs,10
CODE_SMELL,MINOR,"Rename class 'FVSModeloDto' to match camel case naming rules, consider using 'FvsModeloDto'.",FVS/FVSModeloDto.cs,7
CODE_SMELL,MINOR,"Rename class 'FVSRegistroAppService' to match camel case naming rules, consider using 'FvsRegistroAppService'.",FVS/FVSRegistroAppService.cs,22
CODE_SMELL,MINOR,"Rename class 'FVSRegistroServiceTest' to match camel case naming rules, consider using 'FvsRegistroServiceTest'.",FVS/FVSRegistroServiceTest.cs,24
CODE_SMELL,MINOR,"Rename class 'RegistroFVSFactory' to match camel case naming rules, consider using 'RegistroFvsFactory'.",FVS/Factories/RegistroFVSFactory.cs,10
CODE_SMELL,MINOR,"Rename class 'GrupoFVSIn' to match camel case naming rules, consider using 'GrupoFvsIn'.",FVS/GrupoFVSIn.cs,7
CODE_SMELL,MINOR,"Rename interface 'IFVSRegistroAppService' to match camel case naming rules, consider using 'IFvsRegistroAppService'.",FVS/Interfaces/IFVSRegistroAppService.cs,11
CODE_SMELL,MINOR,"Rename interface 'IFVSProcessoReadonlyRepository' to match camel case naming rules, consider using 'IFvsProcessoReadonlyRepository'.",FVS/Interfaces/Repositories/IFVSProcessoReadonlyRepository.cs,9
CODE_SMELL,MINOR,"Rename interface 'IFVSRegistroRepository' to match camel case naming rules, consider using 'IFvsRegistroRepository'.",FVS/Interfaces/Repositories/IFVSRegistroRepository.cs,9
CODE_SMELL,MINOR,"Rename interface 'IFVSRegistroService' to match camel case naming rules, consider using 'IFvsRegistroService'.",FVS/Interfaces/Services/IFVSRegistroService.cs,9
CODE_SMELL,MINOR,"Rename class 'ItemFVSIn' to match camel case naming rules, consider using 'ItemFvsIn'.",FVS/ItemFVSIn.cs,7
CODE_SMELL,MINOR,"Rename class 'OpcaoItemFVSIn' to match camel case naming rules, consider using 'OpcaoItemFvsIn'.",FVS/OpcaoItemFVSIn.cs,7
CODE_SMELL,MINOR,"Rename class 'RegistroFVSIn' to match camel case naming rules, consider using 'RegistroFvsIn'.",FVS/RegistroFVSIn.cs,7
CODE_SMELL,MINOR,"Rename class 'RegistroFVSOut' to match camel case naming rules, consider using 'RegistroFvsOut'.",FVS/RegistroFVSOut.cs,7
CODE_SMELL,MINOR,"Rename class 'ReprovacaoItemFVSIn' to match camel case naming rules, consider using 'ReprovacaoItemFvsIn'.",FVS/ReprovacaoItemFVSIn.cs,7
CODE_SMELL,MINOR,"Rename class 'FVSRegistroService' to match camel case naming rules, consider using 'FvsRegistroService'.",FVS/Services/FVSRegistroService.cs,17
CODE_SMELL,MINOR,"Rename this enumeration to match the regular expression: '^([A-Z]{1,3}[a-z0-9]+)*([A-Z]{2})?$'.",FVS/ValueObjects/EtapaFVS.cs,7
CODE_SMELL,MINOR,"Rename class 'MRVObrasContext' to match camel case naming rules, consider using 'MrvObrasContext'.",MRVObrasContext.cs,20
CODE_SMELL,MINOR,"Rename class 'RegistroFVSMap' to match camel case naming rules, consider using 'RegistroFvsMap'.",Mapping/FVS/RegistroFVSMap.cs,11
CODE_SMELL,MINOR,"Remove this unused 'ordemServico' local variable.",OrdemServico/Bus/OrdemServicoCriacaoMessageHandler.cs,27
CODE_SMELL,MINOR,"Rename class 'CriarOrdemServicoASC' to match camel case naming rules, consider using 'CriarOrdemServicoAsc'.",OrdemServico/CriarOrdemServicoASC.cs,13
CODE_SMELL,MINOR,"Rename interface 'IModeloFVSReadonlyRepository' to match camel case naming rules, consider using 'IModeloFvsReadonlyRepository'.",OrdemServico/Interfaces/ReadonlyRepositories/IModeloFVSReadonlyRepository.cs,9
CODE_SMELL,MINOR,"Rename interface 'IRegistroFVSReadonlyRepository' to match camel case naming rules, consider using 'IRegistroFvsReadonlyRepository'.",OrdemServico/Interfaces/ReadonlyRepositories/IRegistroFVSReadonlyRepository.cs,9
CODE_SMELL,MINOR,"Rename class 'OrdemServicoAlterarQuantidadeRealizadoBlocoASCIn' to match camel case naming rules, consider using 'OrdemServicoAlterarQuantidadeRealizadoBlocoAscIn'.",OrdemServico/OrdemServicoAlterarQuantidadeRealizadoBlocoASCIn.cs,5
CODE_SMELL,MINOR,"Remove the '_versionDomainNotification' field and declare it as a local variable in the relevant methods.",OrdemServico/Services/AcompanhamentoDiarioService.cs,18
CODE_SMELL,MINOR,"Remove the '_versionDomainNotification' field and declare it as a local variable in the relevant methods.",OrdemServico/Services/OrdemServicoService.cs,34
CODE_SMELL,MINOR,"Remove this redundant jump.",OrdemServico/Services/OrdemServicoService.cs,242
CODE_SMELL,MINOR,"Remove this hardcoded path-delimiter.",QrCode/AzureFileExplorerOperations.cs,189
CODE_SMELL,MINOR,"Remove this unused 'data' local variable.",QrCode/AzureFileExplorerOperations.cs,307
CODE_SMELL,MINOR,"Remove this unused 'data' local variable.",QrCode/AzureFileExplorerOperations.cs,354
CODE_SMELL,MINOR,"Remove this unnecessary cast to 'IEnumerable<DirectoryContent>'.",QrCode/AzureFileExplorerOperations.cs,547
CODE_SMELL,MINOR,"Remove the unnecessary Boolean literal(s).",QrCode/AzureFileExplorerOperations.cs,547
CODE_SMELL,MINOR,"Remove this hardcoded path-delimiter.",QrCode/AzureFileExplorerOperations.cs,552
CODE_SMELL,MINOR,"Remove this hardcoded path-delimiter.",QrCode/AzureFileExplorerOperations.cs,563
CODE_SMELL,MINOR,"Remove this unused 'item' local variable.",Repositories/DispositivoUsuarioRepository.cs,44
CODE_SMELL,MINOR,"Remove this unused 'id' local variable.",Repositories/DispositivoUsuarioRepository.cs,133
CODE_SMELL,MINOR,"Rename class 'FVSProcessoReadOnlyRepository' to match camel case naming rules, consider using 'FvsProcessoReadOnlyRepository'.",Repositories/FVSProcessoReadOnlyRepository.cs,13
CODE_SMELL,MINOR,"Rename class 'FVSRegistroRepository' to match camel case naming rules, consider using 'FvsRegistroRepository'.",Repositories/FVSRegistroRepository.cs,13
CODE_SMELL,MINOR,"Rename class 'ModeloFVSReadOnlyRepository' to match camel case naming rules, consider using 'ModeloFvsReadOnlyRepository'.",Repositories/ModeloFVSReadOnlyRepository.cs,16
CODE_SMELL,MINOR,"Rename class 'RegistroFVSReadOnlyRepository' to match camel case naming rules, consider using 'RegistroFvsReadOnlyRepository'.",Repositories/RegistroFVSReadOnlyRepository.cs,18
CODE_SMELL,MINOR,"Refactor your code not to use hardcoded absolute paths or URIs.",SimpleInjectorInitializer.cs,35
CODE_SMELL,MINOR,"Rename class 'FVSRegistroPull' to match camel case naming rules, consider using 'FvsRegistroPull'.",Sincronizacao/FVSRegistroPull.cs,8
CODE_SMELL,MINOR,"Replace this 'Boolean' wrapper object with primitive type 'boolean'.",src/app/main/content/qrcode/file-explore/file-explore.component.ts,347
CODE_SMELL,MINOR,"Remove this extra semicolon.",src/app/main/content/qrcode/file-obra/file-obra.component.ts,32
CODE_SMELL,MINOR,"Simplify this expression.",src/app/shared/user.service.ts,147
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",FVS/ViewModels/ExecutarFVSPageViewModel.cs,329
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",OrdemServico/AcompanhamentoDiarioAppService.cs,339
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",OrdemServico/ViewModels/AcompanhamentoViewModelBase.cs,66
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",Sincronizacao/ViewModels/SincronizacaoListaPageViewModel.cs,166
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",Core/ConnectionFactory.cs,31
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",Core/ConnectionFactory.cs,34
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",Core/ConnectionFactory.cs,35
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",Core/ConnectionFactory.cs,41
CODE_SMELL,INFO,"Complete the task associated to this 'TODO' comment.",Core/ConnectionFactory.cs,52
